SaleID,SaleDate,StoreID,ProductID,QuantitySold
312512,2022-03-02,1001,2304,1
312513,2020-03-19,1023,2103,3
312514,2024-11-13,1060,2063,1
312515,2021-12-05,1039,2181,1
312516,2022-09-08,1042,2041,3
312517,2023-12-12,1015,2164,1
312518,2023-06-19,1009,2221,3
312519,2022-12-10,1054,2302,1
312520,2022-01-13,1026,2285,1
312521,2021-01-09,1001,2269,1
312522,2024-10-19,1018,2128,1
312523,2025-06-14,1013,2286,1
312524,2023-08-27,1037,2231,2
312525,2021-08-14,1046,2144,2
312526,2022-12-01,1031,2181,1
312527,2021-06-16,1012,2142,1
312528,2023-03-22,1004,2065,1
312529,2023-08-28,1020,2147,1
312530,2023-08-10,1048,2259,1
312531,2021-08-20,1026,2088,1
312532,2020-04-22,1016,2206,1
312533,2023-02-09,1002,2177,1
312534,2023-04-13,1031,2294,1
312535,2025-01-19,1042,2240,1
312536,2023-08-18,1012,2118,2
312537,2025-06-10,1033,2180,1
312538,2024-03-19,1026,2292,1
312539,2022-01-03,1043,2074,1
312540,2025-06-08,1052,2153,2
312541,2022-09-22,1019,2073,1
312542,2020-09-09,1055,2137,1
312543,2020-05-03,1043,2019,1
312544,2023-05-21,1003,2280,1
312545,2021-09-15,1048,2313,1
312546,2024-03-19,1030,2182,1
312547,2024-07-13,1057,2178,1
312548,2023-06-20,1020,2306,3
312549,2023-03-06,1036,2128,1
312550,2021-03-16,1058,2200,3
312551,2025-09-23,1017,2268,1
312552,2022-10-13,1029,2163,1
312553,2021-07-07,1045,2072,1
312554,2022-03-19,1042,2261,1
312555,2022-08-28,1051,2089,1
312556,2023-01-17,1032,2270,1
312557,2025-01-07,1020,2302,1
312558,2023-08-07,1033,2175,1
312559,2023-06-28,1022,2016,1
312560,2020-04-08,1012,2306,3
312561,2024-01-19,1034,2266,3
312562,2024-06-02,1003,2039,2
312563,2020-10-27,1003,2202,1
312564,2023-05-07,1004,2103,1
312565,2024-08-09,1041,2108,1
312566,2021-05-02,1026,2186,2
312567,2023-11-25,1030,2229,1
312568,2022-10-01,1021,2004,3
312569,2021-04-21,1016,2050,1
312570,2023-02-19,1022,2289,1
312571,2023-08-28,1013,2159,1
312572,2023-02-09,1041,2158,1
312573,2024-09-01,1007,2269,1
312574,2021-06-01,1032,2043,1
312575,2023-05-05,1029,2230,1
312576,2020-08-17,1019,2163,2
312577,2023-04-06,1007,2238,1
312578,2025-08-17,1043,2218,1
312579,2025-05-31,1035,2214,1
312580,2023-10-15,1049,2274,2
312581,2025-03-02,1015,2176,3
312582,2022-12-08,1048,2133,2
312583,2021-04-08,1018,2065,2
312584,2022-08-31,1007,2112,1
312585,2023-03-27,1008,2278,1
312586,2020-03-06,1014,2110,1
312587,2025-06-19,1041,2315,4
312588,2021-07-24,1015,2195,1
312589,2020-11-03,1037,2262,1
312590,2022-02-21,1016,2159,1
312591,2020-04-30,1023,2210,1
312592,2022-02-04,1054,2317,1
312593,2022-02-11,1031,2161,2
312594,2022-09-13,1037,2087,1
312595,2025-07-02,1012,2209,2
312596,2021-06-23,1008,2294,1
312597,2025-08-11,1026,2006,1
312598,2021-08-02,1052,2318,1
312599,2024-07-21,1015,2175,1
312600,2022-11-13,1038,2256,2
312601,2021-05-20,1053,2039,1
312602,2025-03-25,1057,2096,1
312603,2022-01-02,1060,2312,1
312604,2024-04-20,1046,2095,1
312605,2021-05-28,1005,2134,1
312606,2020-12-26,1053,2093,1
312607,2021-06-10,1054,2152,1
312608,2020-10-05,1034,2052,1
312609,2023-10-04,1004,2164,1
312610,2025-04-30,1029,2098,1
312611,2023-12-15,1014,2262,1
312612,2020-10-16,1028,2127,1
312613,2025-08-27,1044,2254,3
312614,2020-03-04,1041,2206,3
312615,2020-11-25,1047,2293,2
312616,2025-03-08,1029,2260,2
312617,2022-02-01,1031,2288,1
312618,2025-05-17,1057,2169,1
312619,2020-05-20,1038,2292,1
312620,2023-08-24,1045,2051,1
312621,2021-03-19,1040,2028,1
312622,2024-02-07,1039,2169,1
312623,2023-06-22,1055,2265,3
312624,2021-03-25,1022,2070,2
312625,2024-12-30,1027,2310,1
312626,2020-12-16,1024,2061,2
312627,2021-08-21,1046,2228,1
312628,2021-12-11,1052,2293,2
312629,2022-05-19,1022,2308,1
312630,2025-06-06,1009,2213,1
312631,2023-03-30,1030,2184,3
312632,2021-01-27,1060,2031,1
312633,2022-04-21,1013,2007,1
312634,2025-09-28,1028,2316,4
312635,2023-08-11,1017,2091,1
312636,2022-11-01,1056,2024,1
312637,2023-09-20,1034,2173,2
312638,2022-09-17,1035,2102,1
312639,2022-11-04,1001,2117,1
312640,2020-01-28,1040,2115,1
312641,2021-01-22,1019,2082,1
312642,2023-08-08,1031,2309,2
312643,2022-04-12,1032,2087,1
312644,2020-09-06,1036,2179,1
312645,2025-07-20,1050,2078,2
312646,2024-03-08,1019,2245,3
312647,2020-04-07,1016,2075,1
312648,2025-01-12,1048,2198,1
312649,2023-09-22,1044,2267,1
312650,2022-11-28,1014,2090,3
312651,2023-08-16,1001,2258,2
312652,2022-06-10,1041,2031,1
312653,2024-02-01,1010,2039,1
312654,2023-07-29,1058,2130,1
312655,2023-04-02,1037,2132,1
312656,2021-03-28,1051,2166,2
312657,2020-04-06,1048,2008,1
312658,2020-09-18,1034,2039,1
312659,2024-11-28,1027,2004,1
312660,2020-11-20,1031,2305,2
312661,2022-09-12,1048,2102,1
312662,2021-11-17,1039,2221,1
312663,2024-10-05,1013,2195,3
312664,2025-02-03,1037,2233,1
312665,2022-04-15,1025,2282,1
312666,2020-02-28,1004,2076,1
312667,2024-03-01,1024,2139,1
312668,2023-10-28,1015,2107,1
312669,2024-08-03,1051,2028,1
312670,2020-08-23,1007,2011,1
312671,2020-08-05,1022,2245,2
312672,2024-03-30,1042,2043,1
312673,2025-01-11,1055,2006,3
312674,2023-11-30,1021,2143,1
312675,2021-08-11,1037,2105,1
312676,2024-07-29,1023,2022,1
312677,2022-07-05,1013,2017,1
312678,2024-02-01,1020,2292,1
312679,2022-07-06,1039,2301,1
312680,2023-02-07,1043,2155,1
312681,2025-01-10,1023,2271,1
312682,2025-03-20,1009,2257,1
312683,2021-12-02,1009,2185,1
312684,2023-08-14,1049,2241,1
312685,2024-03-08,1040,2298,1
312686,2023-05-06,1044,2181,1
312687,2022-11-21,1030,2165,1
312688,2021-10-09,1028,2002,1
312689,2022-01-29,1014,2174,1
312690,2023-09-19,1011,2262,2
312691,2024-11-04,1009,2245,2
312692,2022-08-06,1060,2208,2
312693,2025-09-22,1050,2009,2
312694,2025-09-10,1038,2296,1
312695,2024-11-01,1014,2140,1
312696,2020-01-28,1021,2183,2
312697,2020-06-08,1022,2129,2
312698,2023-05-15,1030,2114,2
312699,2020-01-18,1026,2164,1
312700,2023-01-31,1057,2159,1
312701,2022-06-22,1044,2116,1
312702,2022-01-24,1005,2258,1
312703,2024-04-19,1022,2017,1
312704,2022-04-16,1008,2039,1
312705,2022-06-12,1018,2028,1
312706,2023-12-02,1058,2181,1
312707,2020-01-17,1043,2134,1
312708,2021-10-13,1001,2147,1
312709,2024-08-06,1020,2185,3
312710,2020-09-16,1027,2106,2
312711,2024-10-18,1037,2060,1
312712,2024-06-15,1031,2101,2
312713,2025-08-09,1004,2318,1
312714,2025-02-09,1032,2305,2
312715,2020-07-23,1008,2306,2
312716,2023-03-22,1032,2010,1
312717,2022-03-02,1016,2030,1
312718,2023-02-14,1009,2015,2
312719,2023-01-10,1018,2262,1
312720,2025-01-31,1006,2317,1
312721,2022-12-26,1018,2174,1
312722,2024-05-26,1052,2225,1
312723,2025-01-13,1019,2115,1
312724,2022-09-05,1029,2246,1
312725,2020-03-07,1032,2211,1
312726,2021-11-14,1012,2257,1
312727,2023-07-02,1027,2161,1
312728,2020-03-03,1051,2064,2
312729,2022-03-24,1005,2154,1
312730,2021-02-06,1056,2102,4
312731,2025-06-25,1053,2223,1
312732,2023-09-14,1052,2045,2
312733,2020-03-11,1013,2108,1
312734,2022-12-22,1030,2003,2
312735,2020-09-01,1038,2262,1
312736,2021-01-27,1006,2132,1
312737,2022-02-10,1034,2249,1
312738,2024-07-27,1051,2033,1
312739,2024-06-05,1057,2063,1
312740,2024-04-05,1017,2272,1
312741,2023-02-25,1018,2191,1
312742,2023-05-03,1017,2002,1
312743,2023-05-02,1009,2290,1
312744,2020-09-03,1027,2315,1
312745,2025-08-04,1047,2213,2
312746,2021-12-06,1043,2234,1
312747,2020-09-10,1055,2044,1
312748,2020-10-09,1022,2246,1
312749,2021-02-26,1035,2033,1
312750,2025-07-14,1046,2285,1
312751,2020-02-05,1055,2162,1
312752,2021-06-14,1053,2047,1
312753,2020-03-31,1029,2030,1
312754,2025-04-24,1055,2143,1
312755,2025-04-26,1028,2002,3
312756,2023-05-25,1055,2307,2
312757,2024-10-24,1047,2056,1
312758,2020-04-07,1014,2137,1
312759,2024-01-19,1056,2195,1
312760,2021-06-14,1015,2217,1
312761,2025-01-06,1055,2181,1
312762,2022-11-17,1038,2058,3
312763,2023-09-09,1041,2153,1
312764,2020-03-20,1007,2105,2
312765,2024-01-21,1004,2030,1
312766,2021-09-05,1059,2126,1
312767,2024-11-07,1021,2196,1
312768,2024-01-20,1051,2034,1
312769,2021-02-26,1043,2054,2
312770,2023-01-28,1037,2029,1
312771,2025-07-27,1042,2001,1
312772,2023-11-04,1006,2300,1
312773,2020-11-27,1026,2268,1
312774,2021-10-14,1037,2076,1
312775,2022-01-09,1052,2185,1
312776,2023-01-17,1043,2257,1
312777,2024-06-15,1016,2120,1
312778,2021-05-25,1060,2238,1
312779,2020-02-11,1039,2278,1
312780,2022-06-03,1031,2160,1
312781,2025-05-03,1047,2284,1
312782,2021-02-05,1037,2069,1
312783,2023-02-08,1043,2288,1
312784,2023-05-22,1038,2259,2
312785,2024-11-01,1012,2269,1
312786,2025-01-15,1033,2002,1
312787,2021-05-20,1018,2213,1
312788,2023-02-18,1035,2130,1
312789,2025-01-15,1008,2194,1
312790,2021-12-20,1015,2028,1
312791,2023-10-26,1049,2078,1
312792,2020-09-13,1025,2114,1
312793,2024-09-16,1041,2231,1
312794,2024-12-26,1031,2177,1
312795,2022-08-11,1021,2005,3
312796,2022-12-07,1030,2109,2
312797,2024-06-10,1049,2301,1
312798,2022-06-15,1018,2059,1
312799,2025-08-28,1026,2078,1
312800,2022-12-05,1013,2101,3
312801,2021-03-26,1022,2088,1
312802,2022-06-16,1054,2040,1
312803,2022-12-15,1047,2102,1
312804,2022-01-10,1023,2173,1
312805,2020-03-22,1008,2217,1
312806,2022-01-06,1026,2206,1
312807,2020-03-19,1047,2054,2
312808,2024-08-12,1003,2198,1
312809,2023-08-27,1045,2117,2
312810,2022-09-23,1041,2263,1
312811,2023-09-01,1004,2118,1
312812,2025-06-25,1039,2312,1
312813,2024-08-18,1019,2198,1
312814,2023-03-25,1012,2140,1
312815,2024-10-03,1024,2162,1
312816,2022-05-02,1013,2057,1
312817,2021-04-06,1050,2219,1
312818,2020-04-26,1045,2308,1
312819,2024-08-16,1059,2166,1
312820,2024-07-12,1033,2318,1
312821,2024-09-30,1006,2050,1
312822,2025-04-20,1023,2205,1
312823,2021-04-10,1051,2218,1
312824,2024-12-03,1024,2102,1
312825,2021-10-21,1028,2114,1
312826,2024-09-10,1026,2302,1
312827,2022-03-05,1015,2197,1
312828,2024-05-05,1005,2251,1
312829,2021-08-09,1012,2234,1
312830,2021-09-26,1023,2196,1
312831,2023-06-28,1016,2016,1
312832,2023-02-27,1035,2213,1
312833,2020-12-23,1037,2112,2
312834,2023-12-02,1035,2152,1
312835,2025-02-27,1006,2272,1
312836,2024-02-27,1041,2310,1
312837,2021-09-13,1024,2223,1
312838,2021-04-26,1053,2076,1
312839,2022-09-06,1032,2104,1
312840,2025-02-16,1006,2046,2
312841,2022-09-04,1001,2186,1
312842,2024-03-17,1043,2297,1
312843,2023-08-13,1025,2260,1
312844,2024-08-31,1018,2174,1
312845,2025-06-17,1028,2301,1
312846,2025-09-01,1005,2287,1
312847,2022-03-16,1024,2118,1
312848,2022-04-14,1020,2176,3
312849,2022-06-26,1048,2097,1
312850,2022-05-04,1012,2003,1
312851,2022-07-04,1046,2146,2
312852,2022-04-22,1031,2241,1
312853,2020-05-11,1005,2204,1
312854,2023-01-21,1059,2297,1
312855,2022-05-10,1044,2220,1
312856,2020-10-20,1016,2047,1
312857,2022-09-26,1035,2088,1
312858,2023-06-14,1055,2042,1
312859,2020-10-13,1056,2255,1
312860,2021-03-25,1044,2304,1
312861,2023-04-22,1044,2074,1
312862,2024-11-13,1017,2246,1
312863,2025-05-23,1060,2142,2
312864,2021-04-20,1015,2116,1
312865,2020-09-09,1006,2316,2
312866,2023-11-20,1059,2113,1
312867,2023-05-20,1009,2213,1
312868,2022-09-26,1032,2229,2
312869,2020-01-21,1029,2248,1
312870,2020-11-11,1051,2276,2
312871,2024-01-01,1024,2181,1
312872,2023-12-17,1031,2194,1
312873,2023-06-10,1003,2229,1
312874,2022-08-17,1013,2049,1
312875,2025-04-29,1050,2065,4
312876,2022-04-18,1030,2245,1
312877,2022-08-25,1015,2044,2
312878,2025-01-27,1023,2221,2
312879,2021-08-22,1018,2011,2
312880,2022-03-02,1034,2110,1
312881,2020-02-09,1003,2213,1
312882,2021-10-09,1014,2227,1
312883,2020-06-30,1022,2203,1
312884,2020-09-21,1056,2144,2
312885,2022-05-12,1038,2084,1
312886,2021-03-07,1031,2197,1
312887,2023-05-04,1012,2061,2
312888,2021-05-23,1034,2020,1
312889,2021-03-22,1056,2007,1
312890,2021-06-11,1034,2088,1
312891,2024-10-19,1011,2010,1
312892,2024-06-16,1060,2082,1
312893,2023-03-08,1031,2095,3
312894,2021-10-30,1020,2112,1
312895,2022-04-26,1031,2230,1
312896,2024-11-05,1017,2144,1
312897,2024-12-30,1002,2315,1
312898,2021-03-21,1054,2303,1
312899,2022-10-22,1027,2314,1
312900,2024-11-06,1045,2134,1
312901,2023-09-21,1059,2015,1
312902,2020-01-19,1039,2275,4
312903,2025-07-10,1042,2141,1
312904,2021-07-14,1057,2206,2
312905,2021-04-16,1032,2270,3
312906,2020-01-28,1020,2195,1
312907,2021-07-13,1056,2237,1
312908,2021-04-02,1004,2082,3
312909,2022-08-02,1014,2064,1
312910,2023-04-14,1021,2178,1
312911,2022-09-10,1047,2205,1
312912,2022-05-17,1055,2279,1
312913,2025-09-07,1028,2263,1
312914,2025-06-02,1018,2317,1
312915,2022-04-05,1022,2309,1
312916,2022-03-26,1040,2201,1
312917,2022-09-29,1010,2162,1
312918,2024-03-22,1033,2244,2
312919,2020-04-18,1036,2086,1
312920,2023-05-14,1043,2115,2
312921,2025-05-15,1037,2246,1
312922,2025-05-17,1006,2304,2
312923,2022-07-10,1042,2287,1
312924,2023-12-01,1002,2024,1
312925,2024-03-12,1024,2076,1
312926,2025-03-07,1026,2090,1
312927,2023-11-22,1007,2125,1
312928,2023-05-07,1001,2023,1
312929,2021-01-25,1005,2075,1
312930,2024-07-30,1028,2231,1
312931,2025-02-12,1015,2080,1
312932,2024-03-01,1004,2301,1
312933,2023-04-10,1016,2138,2
312934,2022-05-07,1032,2033,2
312935,2023-04-24,1045,2270,1
312936,2024-02-25,1026,2293,1
312937,2024-07-08,1037,2297,1
312938,2023-02-27,1036,2159,1
312939,2022-04-22,1054,2294,1
312940,2023-01-09,1012,2228,3
312941,2024-12-30,1029,2064,1
312942,2024-08-09,1039,2171,2
312943,2020-10-21,1032,2141,1
312944,2025-06-24,1028,2146,1
312945,2021-10-06,1059,2135,1
312946,2022-07-13,1057,2057,1
312947,2024-07-05,1037,2127,2
312948,2020-04-20,1027,2165,1
312949,2021-08-06,1046,2094,1
312950,2024-01-26,1031,2058,1
312951,2022-02-07,1060,2065,1
312952,2023-03-25,1042,2063,2
312953,2024-07-06,1004,2145,2
312954,2020-04-15,1025,2069,2
312955,2024-09-18,1044,2231,1
312956,2024-08-21,1051,2110,1
312957,2024-09-29,1049,2301,2
312958,2021-01-16,1059,2021,1
312959,2020-09-17,1030,2101,2
312960,2024-12-27,1009,2237,2
312961,2023-08-09,1040,2220,2
312962,2023-09-20,1005,2137,1
312963,2022-03-30,1059,2278,1
312964,2021-12-09,1046,2024,2
312965,2022-06-25,1060,2164,1
312966,2021-10-24,1023,2066,1
312967,2023-08-12,1001,2122,1
312968,2021-04-07,1032,2225,1
312969,2021-08-07,1008,2033,2
312970,2022-07-31,1041,2015,1
312971,2020-06-06,1031,2137,1
312972,2025-01-24,1045,2090,1
312973,2023-08-19,1018,2232,1
312974,2023-10-13,1050,2021,2
312975,2021-12-04,1040,2309,1
312976,2021-10-09,1060,2200,2
312977,2020-05-25,1012,2161,1
312978,2023-10-07,1003,2134,1
312979,2024-12-28,1051,2241,1
312980,2020-09-01,1021,2116,2
312981,2024-05-02,1027,2250,1
312982,2022-05-17,1056,2228,1
312983,2021-04-24,1027,2177,2
312984,2025-04-19,1019,2284,1
312985,2025-05-19,1004,2113,1
312986,2024-07-19,1028,2019,1
312987,2020-03-28,1040,2122,1
312988,2023-05-25,1017,2280,1
312989,2021-07-26,1043,2026,1
312990,2022-03-24,1030,2245,1
312991,2020-06-27,1052,2265,1
312992,2024-09-21,1010,2139,1
312993,2020-06-11,1046,2064,1
312994,2022-10-02,1056,2116,1
312995,2020-07-21,1045,2129,1
312996,2020-02-16,1025,2298,2
312997,2021-04-07,1015,2094,1
312998,2021-02-11,1006,2311,1
312999,2023-05-02,1039,2036,1
313000,2022-07-18,1009,2311,1
313001,2020-11-12,1051,2073,1
313002,2024-02-11,1058,2055,1
313003,2021-02-24,1008,2040,2
313004,2023-07-16,1023,2103,1
313005,2024-09-30,1057,2198,1
313006,2024-10-25,1029,2214,1
313007,2020-09-19,1033,2121,1
313008,2023-12-20,1045,2075,1
313009,2024-09-11,1014,2319,1
313010,2021-03-03,1059,2089,1
313011,2021-01-31,1047,2123,1
313012,2023-05-24,1010,2155,1
313013,2022-03-06,1007,2238,2
313014,2020-04-16,1057,2050,1
313015,2020-04-07,1042,2088,1
313016,2025-03-18,1003,2319,1
313017,2023-07-04,1009,2265,1
313018,2020-02-12,1003,2144,1
313019,2024-04-26,1059,2036,1
313020,2020-04-04,1031,2277,1
313021,2025-05-23,1029,2251,1
313022,2024-11-24,1058,2186,3
313023,2020-07-06,1031,2131,1
313024,2021-01-19,1032,2299,3
313025,2022-03-29,1060,2097,2
313026,2023-02-22,1007,2105,3
313027,2024-08-23,1060,2280,1
313028,2020-08-13,1011,2202,1
313029,2024-08-07,1029,2304,1
313030,2025-03-12,1021,2207,1
313031,2021-06-01,1058,2011,1
313032,2024-09-28,1030,2058,1
313033,2020-10-22,1002,2093,1
313034,2021-02-17,1014,2277,1
313035,2025-02-03,1027,2266,1
313036,2025-06-18,1041,2254,1
313037,2025-07-21,1034,2177,1
313038,2020-01-04,1051,2046,1
313039,2020-06-26,1050,2043,2
313040,2022-01-15,1036,2042,1
313041,2020-09-15,1035,2273,2
313042,2021-10-13,1017,2047,1
313043,2024-12-23,1058,2259,1
313044,2023-10-18,1005,2270,3
313045,2023-07-20,1025,2035,1
313046,2020-10-16,1040,2289,1
313047,2022-03-13,1057,2287,1
313048,2025-07-14,1031,2205,1
313049,2020-08-21,1054,2165,1
313050,2021-02-11,1007,2208,1
313051,2021-11-24,1033,2132,1
313052,2023-03-15,1020,2189,2
313053,2021-07-15,1048,2310,1
313054,2021-03-07,1028,2038,1
313055,2024-04-17,1029,2077,1
313056,2022-09-09,1004,2168,1
313057,2023-12-05,1027,2085,1
313058,2022-06-15,1005,2318,1
313059,2022-02-16,1019,2232,1
313060,2020-08-10,1008,2141,1
313061,2024-11-06,1021,2289,1
313062,2024-08-15,1015,2048,1
313063,2021-04-12,1018,2095,1
313064,2023-09-07,1009,2306,1
313065,2021-02-15,1027,2179,1
313066,2021-09-17,1031,2295,1
313067,2023-06-29,1051,2315,1
313068,2022-10-08,1033,2117,2
313069,2024-08-04,1015,2185,1
313070,2022-03-12,1045,2271,1
313071,2025-03-07,1019,2090,1
313072,2024-04-09,1046,2145,2
313073,2023-10-23,1024,2050,1
313074,2020-09-11,1032,2210,2
313075,2024-01-26,1031,2002,2
313076,2023-11-17,1058,2146,1
313077,2022-01-31,1009,2297,2
313078,2023-09-19,1057,2287,1
313079,2021-07-18,1034,2258,2
313080,2023-10-23,1060,2047,1
313081,2024-04-27,1035,2167,4
313082,2022-12-26,1040,2232,1
313083,2024-06-06,1045,2034,2
313084,2021-02-03,1050,2049,1
313085,2020-10-13,1029,2013,1
313086,2024-03-19,1041,2105,1
313087,2020-08-24,1037,2281,1
313088,2022-03-25,1026,2163,1
313089,2022-07-16,1050,2273,2
313090,2021-02-17,1013,2028,1
313091,2025-05-09,1011,2019,1
313092,2025-08-18,1045,2258,2
313093,2021-02-23,1039,2160,1
313094,2020-01-29,1020,2152,1
313095,2021-10-22,1039,2154,1
313096,2021-03-25,1047,2124,1
313097,2021-01-14,1014,2284,1
313098,2023-06-04,1035,2167,4
313099,2020-12-21,1050,2311,1
313100,2024-08-23,1026,2271,2
313101,2021-12-27,1035,2237,2
313102,2024-01-07,1005,2204,1
313103,2022-03-20,1050,2267,1
313104,2025-03-18,1048,2282,1
313105,2021-02-19,1028,2044,1
313106,2021-08-22,1007,2117,1
313107,2023-09-01,1040,2259,2
313108,2020-03-19,1035,2072,1
313109,2024-04-16,1056,2188,1
313110,2022-12-30,1018,2251,1
313111,2023-05-05,1002,2073,1
313112,2020-02-27,1016,2131,2
313113,2023-12-18,1027,2293,1
313114,2024-02-01,1010,2116,3
313115,2025-09-26,1059,2194,1
313116,2023-12-29,1014,2141,1
313117,2023-04-23,1041,2281,1
313118,2022-04-18,1028,2138,2
313119,2024-10-16,1034,2117,1
313120,2023-09-16,1056,2057,1
313121,2023-02-18,1033,2114,2
313122,2020-07-31,1019,2215,1
313123,2021-05-21,1014,2057,2
313124,2024-04-18,1054,2227,2
313125,2024-09-28,1060,2004,1
313126,2023-05-29,1016,2120,1
313127,2022-10-12,1044,2151,1
313128,2023-02-17,1031,2032,2
313129,2023-06-24,1042,2220,1
313130,2025-04-16,1059,2034,1
313131,2022-02-11,1017,2030,1
313132,2024-03-09,1045,2120,1
313133,2022-12-17,1027,2237,1
313134,2023-02-25,1040,2308,1
313135,2024-09-18,1026,2249,1
313136,2021-12-17,1043,2151,1
313137,2020-04-13,1021,2090,1
313138,2020-07-23,1030,2099,1
313139,2023-10-18,1043,2094,2
313140,2024-07-02,1003,2092,1
313141,2023-08-25,1020,2023,1
313142,2025-08-10,1033,2072,1
313143,2025-08-20,1005,2036,1
313144,2025-01-23,1043,2003,1
313145,2022-01-16,1049,2094,2
313146,2024-07-21,1010,2115,1
313147,2023-05-22,1044,2297,1
313148,2025-07-11,1039,2319,1
313149,2022-08-13,1026,2185,2
313150,2021-06-01,1011,2288,2
313151,2023-12-09,1058,2199,1
313152,2022-10-28,1029,2160,1
313153,2025-08-14,1012,2014,1
313154,2020-09-29,1044,2015,1
313155,2021-02-25,1037,2011,2
313156,2024-01-21,1049,2050,1
313157,2022-02-20,1060,2026,1
313158,2023-05-29,1003,2064,1
313159,2025-09-03,1045,2167,1
313160,2022-09-02,1060,2162,1
313161,2024-10-09,1033,2112,2
313162,2021-02-20,1043,2214,1
313163,2020-08-02,1027,2128,2
313164,2023-02-09,1022,2072,1
313165,2022-07-02,1042,2223,1
313166,2024-05-01,1060,2314,1
313167,2025-07-17,1006,2260,1
313168,2021-03-03,1026,2135,1
313169,2022-01-02,1057,2122,1
313170,2021-02-16,1007,2013,2
313171,2024-06-13,1040,2211,1
313172,2020-08-19,1027,2073,3
313173,2022-04-14,1023,2220,2
313174,2020-09-14,1014,2244,1
313175,2023-07-03,1012,2281,1
313176,2021-02-06,1032,2176,1
313177,2022-02-08,1023,2266,1
313178,2020-03-05,1030,2233,1
313179,2022-08-07,1013,2115,1
313180,2020-06-21,1022,2035,1
313181,2023-06-04,1060,2079,1
313182,2023-11-12,1023,2270,1
313183,2021-09-29,1026,2172,1
313184,2022-08-06,1002,2214,1
313185,2024-08-21,1024,2259,1
313186,2022-01-21,1046,2215,1
313187,2021-10-23,1032,2274,4
313188,2020-05-22,1040,2029,1
313189,2025-03-20,1034,2289,1
313190,2021-04-30,1007,2261,1
313191,2022-09-18,1021,2289,1
313192,2023-12-31,1042,2235,4
313193,2020-10-19,1033,2091,1
313194,2024-07-01,1041,2038,1
313195,2022-04-17,1022,2043,1
313196,2022-11-03,1013,2160,2
313197,2024-10-16,1050,2127,1
313198,2020-09-28,1023,2210,1
313199,2022-11-14,1040,2162,2
313200,2025-05-12,1024,2042,1
313201,2022-03-16,1056,2001,1
313202,2024-08-31,1060,2043,1
313203,2025-03-04,1040,2048,1
313204,2022-06-01,1037,2232,2
313205,2022-04-11,1051,2094,1
313206,2023-01-17,1032,2032,2
313207,2025-08-02,1052,2243,2
313208,2023-01-10,1026,2301,4
313209,2024-05-13,1002,2034,2
313210,2024-06-14,1056,2308,1
313211,2025-03-04,1044,2304,1
313212,2024-12-09,1031,2168,1
313213,2023-05-05,1057,2097,1
313214,2020-09-30,1054,2046,1
313215,2021-08-12,1007,2264,1
313216,2021-08-05,1038,2194,1
313217,2022-08-25,1033,2209,1
313218,2025-06-13,1047,2275,1
313219,2023-06-12,1019,2144,1
313220,2023-08-03,1001,2120,1
313221,2021-07-25,1012,2245,1
313222,2021-06-28,1014,2097,1
313223,2023-12-31,1018,2107,1
313224,2020-05-06,1023,2124,1
313225,2022-01-02,1043,2274,1
313226,2021-02-20,1005,2250,1
313227,2021-09-29,1030,2096,1
313228,2020-02-10,1031,2048,1
313229,2022-02-25,1038,2128,1
313230,2020-10-23,1019,2201,1
313231,2024-06-08,1016,2217,1
313232,2020-02-11,1030,2066,1
313233,2020-02-02,1040,2082,1
313234,2023-07-23,1003,2297,1
313235,2021-09-07,1018,2125,2
313236,2022-08-05,1047,2103,1
313237,2024-03-27,1030,2224,1
313238,2020-06-08,1058,2152,1
313239,2025-05-06,1052,2081,1
313240,2024-09-27,1021,2133,1
313241,2025-01-16,1044,2048,1
313242,2024-12-02,1017,2092,1
313243,2024-09-28,1012,2137,1
313244,2021-08-03,1053,2167,1
313245,2020-08-07,1022,2238,2
313246,2021-01-13,1013,2125,2
313247,2024-10-15,1059,2175,1
313248,2024-01-10,1002,2304,2
313249,2022-08-21,1023,2263,1
313250,2023-03-15,1003,2078,2
313251,2020-08-20,1031,2070,2
313252,2023-10-26,1025,2213,1
313253,2022-07-10,1044,2191,1
313254,2021-01-01,1058,2175,1
313255,2021-04-25,1032,2051,2
313256,2024-05-15,1018,2118,1
313257,2023-01-23,1053,2244,2
313258,2025-02-08,1037,2233,1
313259,2025-07-27,1034,2054,1
313260,2020-08-03,1012,2139,1
313261,2021-12-25,1003,2144,2
313262,2025-01-13,1029,2164,1
313263,2021-12-12,1032,2150,1
313264,2025-03-02,1008,2161,2
313265,2024-12-30,1004,2261,1
313266,2022-09-11,1014,2127,1
313267,2023-03-04,1004,2177,1
313268,2023-01-11,1004,2195,2
313269,2021-01-25,1028,2301,1
313270,2022-12-06,1049,2211,1
313271,2021-01-26,1040,2043,2
313272,2021-01-19,1041,2187,1
313273,2023-07-06,1017,2213,1
313274,2022-07-22,1001,2004,2
313275,2025-05-24,1028,2025,1
313276,2021-02-02,1023,2006,1
313277,2021-01-17,1058,2016,2
313278,2025-08-19,1005,2030,1
313279,2023-12-01,1047,2306,2
313280,2025-03-28,1024,2068,1
313281,2022-01-27,1050,2067,1
313282,2022-09-17,1030,2274,2
313283,2025-03-27,1050,2242,1
313284,2024-10-05,1029,2217,4
313285,2024-02-15,1025,2138,1
313286,2021-10-22,1058,2011,2
313287,2025-07-21,1023,2265,3
